EquipmentID;Location;LastDate;initial_date;dvr_OB;dvr_OBV;dvr_OBH;dvr_IB;dvr_IBV;dvr_IBH;dvr_A;dvn_IB;dvn_IBV;dvn_IBH;dvn_OB;dvn_OBV;dvn_OBH;dvn_A;vib_alert;vib_danger;acc_alert;acc_danger;vib_max;acc_max;driver;driven;indikasi;remark;saran
024P102A (Vertical);LOC II;09/15/2020;09/15/2020;0.18;1.99;1.97;0.73;1.65;1.66;0.74;0.26;2.04;1.54;0.26;0.60;0.69;1.14;7.1;11.2;5;10;2.04;0.73;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa internal part pompa, balancing rotor pompa, solo run motor
024P102B (Vertical);LOC II;07/28/2020;09/15/2020;1.03;4.58;3.51;0.49;5.89;3.86;0.78;0.34;6.44;4.85;0.56;1.44;1.40;1.34;7.1;11.2;5;10;6.44;1.03;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, solo run motor, periksa internal part pompa, balancing rotor pompa
024P103A;LOC II;09/15/2020;09/15/2020;1.82;1.22;2.31;0.81;1.48;2.30;1.45;0.61;3.57;2.46;0.86;3.24;2.82;1.67;4.5;7.1;5;10;3.57;1.82;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
024P103B;LOC II;09/15/2020;09/15/2020;1.42;0.90;1.77;1.18;0.69;1.53;1.21;1.37;4.46;1.76;1.20;3.71;1.53;1.82;4.5;7.1;5;10;4.46;1.42;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
024P103C;LOC II;09/15/2020;09/15/2020;1.16;1.73;1.83;2.30;3.37;2.60;1.49;0.88;2.78;1.60;1.32;2.18;1.38;1.34;4.5;7.1;5;10;3.37;2.3;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
024P103D;LOC II;09/15/2020;09/15/2020;0.24;0.80;1.96;0.37;0.95;1.84;0.97;2.90;4.58;3.55;0.74;3.81;2.58;1.66;4.5;7.1;5;10;4.58;2.9;MTR;PUMP;ALERT, Indikasi misalignment;MISALIGNMENT;Periksa kondisi coupling, realignment motor terhadap pompa
024P105;LOC II;04/04/2019;09/15/2020;0.73;0.88;0.88;0.94;0.67;1.13;0.51;3.83;0.94;1.29;2.18;0.55;0.61;0.50;4.5;7.1;5;10;1.29;3.83;MTR;PUMP;NORMAL, Masih dimonitoring;;
024P107A;LOC II;09/15/2020;09/15/2020;0.42;0.41;1.18;0.22;0.44;0.57;0.61;1.40;2.80;3.47;0.88;2.19;1.87;2.48;7.1;11.2;5;10;3.47;1.4;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
024P107B;LOC II;09/15/2020;09/15/2020;0.16;0.41;2.84;0.19;0.97;1.36;0.64;1.94;2.70;2.90;2.03;2.60;1.89;2.21;7.1;11.2;5;10;2.9;2.03;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
024P108;LOC II;05/05/2020;09/15/2020;3.53;1.42;1.60;0.82;0.96;1.68;1.24;3.72;9.10;3.67;2.14;5.96;2.91;3.83;7.1;11.2;5;10;9.1;3.72;MTR;PUMP;ALERT, Indikasi unbalance dan misalignment;UNBALANCE, MISALIGNMENT;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
024P109A;LOC II;09/15/2020;09/15/2020;0.30;0.61;2.35;0.72;0.70;1.72;0.58;1.01;1.51;2.81;1.36;1.36;1.25;1.00;4.5;7.1;5;10;2.81;1.36;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
024P109B;LOC II;08/25/2020;09/15/2020;0.48;0.60;1.74;0.89;0.76;1.69;0.73;0.54;1.13;2.48;1.27;1.11;0.91;0.93;4.5;7.1;5;10;2.48;1.27;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
024P110;LOC II;09/15/2020;09/15/2020;0.27;0.38;1.27;0.37;0.43;1.19;0.46;0.51;1.59;1.42;0.56;0.79;0.68;0.51;4.5;7.1;5;10;1.59;0.56;MTR;PUMP;NORMAL, Masih dimonitoring;;
024P111A;LOC II;09/15/2020;09/15/2020;0.25;0.59;1.24;2.21;0.68;1.06;1.22;0.21;2.02;2.06;0.38;1.80;1.51;1.51;4.5;7.1;5;10;2.06;2.21;MTR;PUMP;NORMAL, Masih dimonitoring;;
024P111B;LOC II;09/15/2020;09/15/2020;0.99;0.73;1.51;1.46;1.00;1.37;0.95;0.38;0.44;1.07;0.49;0.39;0.47;0.41;4.5;7.1;5;10;1.51;1.46;MTR;PUMP;NORMAL, Masih dimonitoring;;
024P112;LOC II;09/15/2020;09/15/2020;1.17;0.92;1.37;0.41;0.98;1.09;1.33;0.95;1.28;2.00;0.90;1.30;1.78;0.33;2.82;4.5;5;10;2;1.17;MTR;PUMP;NORMAL, Masih dimonitoring;;
024P113A;LOC II;09/15/2020;09/15/2020;0.73;0.58;0.87;0.42;0.98;1.00;0.87;1.75;3.35;1.66;3.90;2.92;0.83;1.39;4.5;7.1;5;10;3.35;3.9;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
024P113B;LOC II;08/25/2020;09/15/2020;2.16;1.43;2.10;5.01;1.67;2.16;1.57;0.65;3.97;4.10;0.66;2.89;3.40;3.04;4.5;7.1;5;10;4.1;5.01;MTR;PUMP;ALERT, Indikasi bearing motor defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
024P115;LOC II;09/15/2020;09/15/2020;1.35;0.64;0.72;2.57;0.70;0.64;0.84;1.18;0.79;0.75;1.05;0.77;0.43;0.77;2.82;4.5;5;10;0.84;2.57;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor, realignment motor terhadap pompa
024P116A;LOC II;09/15/2020;09/15/2020;0.94;0.56;0.76;3.10;1.09;0.88;0.67;0.40;1.84;1.22;0.99;1.90;0.49;0.46;2.82;4.5;5;10;1.9;3.1;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
024P116B;LOC II;09/15/2020;09/15/2020;0.34;0.69;1.34;0.37;1.08;1.95;0.81;0.80;2.23;1.40;0.63;1.33;0.67;1.34;2.82;4.5;5;10;2.23;0.8;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa
024P117A;LOC II;09/15/2020;09/15/2020;0.23;0.91;1.88;0.52;1.27;1.60;0.64;0.97;1.07;1.60;0.96;0.89;0.98;0.59;4.5;7.1;5;10;1.88;0.97;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
024P117B;LOC II;06/23/2020;09/15/2020;2.75;1.82;1.99;3.29;2.24;2.06;1.46;1.09;2.56;3.38;0.93;1.85;1.86;0.86;4.5;7.1;5;10;3.38;3.29;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa
024P121A (vertical);LOC II;09/01/2020;09/15/2020;0.36;3.56;3.12;0.30;2.07;2.37;1.59;0.20;1.68;1.88;0.29;0.67;3.43;0.10;2.82;4.5;5;10;3.56;0.36;MTR;PUMP;ALERT, Indikasi unbalance;UNBALANCE;Solo run motor, periksa kondisi coupling, periksa internal part motor, balancing rotor motor
024P121B (vertical);LOC II;09/15/2020;09/15/2020;0.34;1.63;1.27;0.12;1.64;0.99;0.78;0.08;1.57;1.29;0.40;0.41;0.50;0.39;2.82;4.5;5;10;1.64;0.4;MTR;PUMP;NORMAL, Masih dimonitoring;;
024S120K1;LOC II;;09/15/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
024P119;LOC II;09/15/2020;09/15/2020;0.30;1.21;3.58;0.70;1.15;4.80;2.91;1.72;4.94;4.27;1.39;4.33;3.21;2.64;4.5;7.1;5;10;4.94;1.72;MTR;PUMP;ALERT, Indikasi BPF pada pompa;BPF;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
024P108B;LOC II;09/06/2017;09/15/2020;0.66;0.70;3.06;3.53;1.08;2.57;1.04;2.85;3.30;1.97;2.20;2.13;2.17;1.79;7.1;11.2;5;10;3.3;3.53;MTR;PUMP;NORMAL, Masih dimonitoring;;
025P101A -T;LOC II;09/01/2020;09/15/2020;1.89;1.92;1.38;0.86;2.97;0.93;0.71;0.56;0.78;1.34;0.72;1.14;1.21;1.12;11.2;18;10;15;2.97;1.89;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, solo run turbine, realignment turbine terhadap gearbox
025P101A -G;LOC II;09/01/2020;09/15/2020;1.48;1.89;1.73;0.95;1.66;2.52;2.22;;;;;;;;11.2;18;10;15;2.52;1.48;GB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, solo run turbine, realignment turbine terhadap gearbox
025P101B;LOC II;05/17/2019;09/15/2020;0.16;0.84;0.87;0.18;1.01;0.88;0.76;1.54;3.34;2.08;0.53;2.93;1.76;1.45;11.2;18;5;10;3.34;1.54;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P302A;OM LOC II;09/15/2020;09/15/2020;2.44;1.46;4.22;2.04;1.46;2.59;1.22;2.09;1.68;2.22;1.64;1.32;1.93;1.59;7.1;11.2;5;10;4.22;2.44;MTR;PUMP;NORMAL, Masih dimonitoring;;Perikasa pelumasan pompa pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
041P302B;OM LOC II;09/01/2020;09/15/2020;0.34;1.69;2.11;0.98;2.05;1.70;1.19;1.46;2.62;1.85;1.13;1.89;1.08;1.60;7.1;11.2;5;10;2.62;1.46;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P108A;OM LOC II;08/19/2020;09/15/2020;1.34;0.35;0.73;2.15;0.46;0.60;0.19;1.27;0.64;0.57;1.40;0.52;0.34;0.45;4.5;7.1;5;10;0.73;2.15;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P108B;OM LOC II;08/25/2020;09/15/2020;1.00;0.25;0.57;1.64;0.21;0.56;0.16;0.97;0.83;0.48;1.20;0.80;0.55;0.73;4.5;7.1;5;10;0.83;1.64;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
041P107A;OM LOC II;05/14/2020;09/15/2020;0.18;0.35;0.46;0.41;0.62;0.55;0.46;0.36;0.92;0.71;0.13;0.47;0.27;1.02;7.1;11.2;5;10;1.02;0.41;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P107B;OM LOC II;09/01/2020;09/15/2020;0.20;0.23;0.60;0.28;0.36;0.45;0.27;0.24;0.35;0.52;0.11;0.28;0.28;0.68;7.1;11.2;5;10;0.68;0.28;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, ganti bearing pompa, periksa internal part pompa
041P122A;OM LOC II;12/05/2018;09/15/2020;0.23;2.67;4.90;0.49;4.33;4.98;2.75;0.99;1.14;2.87;1.33;0.89;1.97;1.74;4.5;7.1;5;10;4.98;1.33;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Periksa kerataan kaki motor, realignment motor terhadap pompa
041P122B;OM LOC II;09/15/2020;09/15/2020;0.48;2.25;3.02;1.81;1.67;1.97;2.74;1.10;0.85;1.85;1.19;1.16;1.42;1.37;4.5;7.1;5;10;3.02;1.81;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P304A;OM LOC III;03/27/2020;09/17/2020;0.66;1.17;0.89;0.75;1.82;1.20;1.21;0.53;0.61;0.74;0.17;0.55;0.43;0.51;7.1;11.2;5;10;1.82;0.75;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing pompa, periksa internal part pompa, realignment motor terhadap pompa setelah perbaikan
041P304B;OM LOC III;09/17/2020;09/17/2020;0.15;0.24;0.31;0.21;0.57;0.33;0.33;0.53;0.99;0.99;0.19;0.76;0.56;0.79;7.1;11.2;5;10;0.99;0.53;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P308A;OM LOC III;04/04/2018;09/17/2020;0.21;0.23;0.46;0.46;0.45;0.81;0.31;1.57;0.89;0.60;1.89;0.69;0.47;0.61;7.1;11.2;5;10;0.89;1.89;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P308B;OM LOC III;08/19/2020;09/17/2020;0.20;0.31;0.22;0.51;0.70;0.35;0.49;2.01;2.69;2.56;1.90;1.73;1.67;1.40;7.1;11.2;5;10;2.69;2.01;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P306A;OM LOC III;11/21/2019;09/17/2020;0.63;0.53;4.64;0.29;0.48;2.43;0.76;10.80;1.91;1.91;8.68;1.66;1.68;2.46;4.5;7.1;5;10;4.64;10.8;MTR;PUMP;DANGER, Indikasi bearing pompa defect;BEARING DEFECT;Periksa kondisi lube oli pompa pada kesempatan pertama, ganti bearing pompa, periksa internal part pompa
041P306B;OM LOC III;08/06/2020;09/17/2020;0.39;0.56;3.44;0.81;1.19;2.47;0.62;1.44;1.24;3.21;1.14;1.61;2.66;1.45;4.5;7.1;5;10;3.44;1.44;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P309;OM LOC III;02/22/2019;09/17/2020;0.71;0.70;1.00;2.36;0.97;0.90;0.38;1.86;0.95;0.89;1.93;0.96;0.77;0.47;2.82;4.5;5;10;1;2.36;MTR;PUMP;NORMAL, Masih dimonitoring;;
041P103A (SYDN);OM LOC III;09/17/2020;09/17/2020;0.66;1.88;0.96;0.35;2.81;1.46;0.58;2.63;2.25;1.65;3.55;1.65;0.92;0.76;4.5;7.1;10;15;2.81;3.55;MTR;sydn;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
041P103B (SYDN);OM LOC III;09/17/2020;09/17/2020;1.59;3.49;3.21;1.52;1.89;1.42;1.51;3.23;3.36;2.48;1.99;2.02;1.69;2.48;4.5;7.1;10;15;3.49;3.23;MTR;sydn;NORMAL, Masih dimonitoring;;
041P303 (SYDN);OM LOC III;09/17/2020;09/17/2020;1.07;0.81;0.69;0.72;1.04;1.13;0.54;0.66;1.06;0.91;0.51;0.86;0.86;0.72;4.5;7.1;10;15;1.13;1.07;MTR;sydn;NORMAL, Masih dimonitoring;;
041P303 -G;OM LOC III;;09/17/2020;;;;;;;;;;;;;;;4.5;7.1;10;15;;;GB;PUMP;;;
048K101A;OM FOC II;;09/17/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;;;MTR;COMP;;;
048K101B;OM FOC II;;09/17/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;;;MTR;COMP;;;
048K101C;OM FOC II;;09/17/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;;;MTR;COMP;;;
048P101A;OM FOC II;;09/17/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
048P101B;OM FOC II;;09/14/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
051G101P1 -T;UTL II;09/14/2020;09/14/2020;1.60;3.53;1.57;2.26;3.25;2.57;2.25;6.10;1.85;1.08;0.78;1.27;1.01;2.68;4.5;7.1;10;15;3.53;6.1;TRB;PUMP;NORMAL, Masih dimonitoring;;Perikasa pelumasan pompa pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
051G101P2;UTL II;10/24/2019;09/14/2020;1.74;1.88;1.00;1.92;1.68;1.27;1.70;0.29;0.74;0.82;0.36;0.50;0.52;0.72;4.5;7.1;5;10;1.88;1.92;MTR;PUMP;NORMAL, Masih dimonitoring;;
051G101 -T;UTL II;09/06/2017;09/14/2020;0.51;1.52;1.48;0.33;0.69;0.57;0.61;0.12;1.28;1.22;0.12;1.23;1.28;1.00;11.2;18;10;15;1.52;0.51;TRB;PUMP;NORMAL, Masih dimonitoring;;
051G102P1 -T;UTL II;09/14/2020;09/14/2020;1.36;0.38;0.88;1.12;0.21;0.47;0.24;3.32;0.92;0.68;1.05;0.63;0.61;1.44;4.5;7.1;10;15;1.44;3.32;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli turbine pada kesempatan pertama, periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
051G102P2;UTL II;;09/14/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;PUMP;;;
051G102 -T;UTL II;09/06/2017;09/14/2020;1.22;1.02;3.41;0.52;1.34;1.46;1.29;0.14;1.20;1.49;0.14;0.72;1.04;1.53;11.2;18;10;15;3.41;1.22;TRB;PUMP;NORMAL, Masih dimonitoring;;
051G103P1 -T;UTL II;09/14/2020;09/14/2020;3.87;1.01;1.70;0.46;1.23;1.28;1.17;7.93;0.92;2.24;1.50;0.73;1.86;0.91;4.5;7.1;10;15;2.24;7.93;TRB;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing IB pompa, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
051G103P2;UTL II;04/08/2020;09/14/2020;5.47;7.47;8.79;7.26;7.01;9.04;9.40;0.38;1.68;2.06;0.58;0.99;1.22;2.56;4.5;7.1;5;10;9.4;7.26;MTR;PUMP;DANGER, Indikasi bearing motor defect;BEARING DEFECT;Ganti bearing motor, periksa internal part motor
051G103 -T;UTL II;09/06/2017;09/14/2020;0.47;1.10;1.68;0.46;0.56;0.63;0.48;0.14;1.24;1.41;0.20;0.48;0.87;1.91;11.2;18;10;15;1.91;0.47;TRB;PUMP;NORMAL, Masih dimonitoring;;
051P101A -T (Vert);UTL II;09/14/2020;09/14/2020;1.11;1.98;0.72;0.96;1.75;0.55;0.37;0.62;1.88;0.52;0.96;0.40;0.38;0.38;4.5;7.1;10;15;1.98;1.11;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa internal part pompa, balancing rotor pompa, solo run turbine
051P101B (Vert);UTL II;;09/14/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;PUMP;;;
051P102A -T (Vert);UTL II;09/14/2020;09/14/2020;1.67;1.62;0.99;0.67;1.91;1.16;0.42;1.37;1.77;1.17;1.33;0.27;0.31;0.47;4.5;7.1;10;15;1.91;1.67;TRB;PUMP;NORMAL, Masih dimonitoring;;Solo run turbine, periksa internal part pompa, balancing rotor pompa
051P102B (Vert);UTL II;03/20/2019;09/14/2020;0.18;1.73;0.67;0.15;1.54;0.88;0.23;0.15;1.25;1.04;0.08;0.18;0.32;0.19;4.5;7.1;5;10;1.73;0.18;MTR;PUMP;NORMAL, Masih dimonitoring;;
051P103A -T (Vert);UTL II;09/14/2020;09/14/2020;0.86;1.75;1.02;1.40;1.95;0.94;0.37;1.02;2.40;0.81;1.50;0.30;0.30;0.40;4.5;7.1;10;15;2.4;1.5;TRB;PUMP;NORMAL, Masih dimonitoring;;Solo run turbine, periksa kondisi coupling, periksa internal part pompa
051P103B (Vert);UTL II;09/07/2020;09/14/2020;0.21;3.86;5.54;0.21;3.51;3.43;1.64;0.18;3.45;2.69;0.05;0.35;0.54;0.97;4.5;7.1;5;10;5.54;0.21;MTR;PUMP;ALERT, Indikasi unbalance;UNBALANCE;Solo run motor, periksa kondisi coupling, periksa internal part motor, balancing rotor motor
052B101K -T-G;UTL II;09/14/2020;09/14/2020;1.14;1.37;1.25;1.73;0.46;0.56;0.75;0.40;0.46;0.50;0.42;0.34;0.30;1.05;7.1;11.2;10;15;1.37;1.73;TRB;BLW;NORMAL, Masih dimonitoring;;Periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
052B101K -G;UTL II;09/14/2020;09/14/2020;7.47;1.16;2.11;18.49;2.05;2.02;2.79;;;;;;;;7.1;11.2;10;15;2.79;18.49;GB;BLW;DANGER, Indikasi Gear Mess Fequency;GEAR PROBLEM;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
052B102K -T-G;UTL II;09/14/2020;09/14/2020;0.82;1.84;5.32;1.06;3.00;7.79;4.87;0.11;0.20;0.40;0.18;0.36;0.50;0.49;7.1;11.2;10;15;7.79;1.06;TRB;BLW;ALERT, Indikasi mechanical looseness pada turbine;MECH. LOOSE;Periksa kondisi lube oil turbine pada kesempatan pertama, periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
052B102K -G;UTL II;09/14/2020;09/14/2020;4.35;1.06;1.24;3.12;0.39;1.00;1.41;;;;;;;;7.1;11.2;10;15;1.41;4.35;GB;BLW;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
052B103K -T-G;UTL II;09/14/2020;09/14/2020;0.82;0.88;1.11;1.54;0.66;0.72;0.60;0.35;0.26;0.53;0.90;0.75;0.75;0.52;7.1;11.2;10;15;1.11;1.54;TRB;BLW;NORMAL, Masih dimonitoring;;
052B103K -G;UTL II;09/14/2020;09/14/2020;27.70;0.92;1.71;12.60;0.77;1.25;3.69;;;;;;;;7.1;11.2;10;15;3.69;27.7;GB;BLW;DANGER, Indikasi Gear Mess Fequency;GEAR PROBLEM;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
052B104K -T-G;UTL II;09/14/2020;09/14/2020;1.11;2.24;1.20;1.18;0.62;0.99;0.80;0.06;0.18;0.44;0.10;0.45;0.62;0.48;7.1;11.2;10;15;2.24;1.18;TRB;BLW;NORMAL, Masih dimonitoring;;Periksa clearance bearing turbine, periksa axial end play shaft turbine, periksa internal part turbine
052B104K -G;UTL II;09/14/2020;09/14/2020;1.75;0.43;0.82;0.93;0.25;0.76;0.63;;;;;;;;7.1;11.2;10;15;0.82;1.75;GB;BLW;NORMAL, Masih dimonitoring;;
052P101A;UTL II;07/27/2020;09/14/2020;6.98;16.02;8.92;10.75;21.35;14.77;11.27;1.36;2.39;6.39;1.69;2.31;4.31;2.37;4.5;7.1;5;10;21.35;10.75;MTR;PUMP;DANGER, Indikasi bearing motor defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
052P101B;UTL II;09/14/2020;09/14/2020;1.02;1.18;1.59;4.96;1.60;2.18;2.42;1.37;0.85;2.32;0.63;1.03;1.82;1.72;4.5;7.1;5;10;2.42;4.96;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
052P102A -T (SYDN);UTL II;11/25/2019;09/14/2020;8.03;1.51;1.86;0.98;0.52;1.57;1.31;14.36;6.53;5.13;6.67;3.72;11.73;3.30;7.1;11.2;10;15;11.73;14.36;TRB;sydn;DANGER, Indikasi BPF pada pompa;BPF;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
052P102A-P1;UTL II;06/07/2018;09/14/2020;0.29;1.55;1.15;0.26;0.96;0.94;0.92;1.86;0.57;0.85;2.30;0.46;0.87;0.35;7.1;11.2;5;10;1.55;2.3;MTR;PUMP;NORMAL, Masih dimonitoring;;
052P102A-P2;UTL II;;09/14/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
052P102B -T (SYDN);UTL II;02/04/2019;09/14/2020;3.17;0.82;0.76;1.29;0.71;0.78;1.34;5.51;3.55;3.40;8.38;2.21;1.74;2.66;7.1;11.2;10;15;3.55;8.38;TRB;sydn;NORMAL, Masih dimonitoring;;Solo run turbine, periksa internal part pompa, balancing rotor pompa
052P102B-P2;UTL II;10/08/2018;09/14/2020;0.27;0.74;2.13;0.48;0.95;1.08;1.84;0.56;0.96;1.32;0.61;0.93;2.61;2.37;2.82;4.5;5;10;2.61;0.61;MTR;PUMP;NORMAL, Masih dimonitoring;;
052P102C (SYDN);UTL II;;09/14/2020;;;;;;;;;;;;;;;7.1;11.2;5;10;;;MTR;PUMP;;;
052P302A;UTL II;09/14/2020;09/14/2020;0.31;0.23;0.77;0.65;0.26;0.70;0.25;2.10;0.71;0.70;1.33;0.74;0.61;0.48;4.5;7.1;5;10;0.77;2.1;MTR;PUMP;NORMAL, Masih dimonitoring;;
052P302B;UTL II;08/31/2020;09/14/2020;0.56;0.48;1.15;1.35;0.42;0.89;0.34;3.24;0.80;1.01;3.16;0.67;0.75;0.55;4.5;7.1;5;10;1.15;3.24;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pompa pada kesempatan pertama, periksa clearance bearing pompa, periksa internal part pompa
052P301;UTL II;08/03/2020;09/14/2020;10.44;3.42;2.45;4.95;4.00;2.88;2.29;4.20;2.21;2.15;2.63;2.11;1.41;1.68;4.5;7.1;5;10;4;10.44;MTR;PUMP;ALERT, Indikasi bearing motor defect;BEARING DEFECT;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
053P101A -T-G;UTL II;09/14/2020;09/14/2020;1.05;1.07;0.97;1.90;0.71;2.65;1.29;0.62;0.98;0.98;0.44;0.92;0.66;0.62;11.2;18;10;15;2.65;1.9;TRB;PUMP;NORMAL, Masih dimonitoring;;
053P101A -G;UTL II;09/14/2020;09/14/2020;4.39;0.90;1.23;1.41;0.49;0.89;0.81;;;;;;;;11.2;18;10;15;1.23;4.39;GB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi lube oli pada kesempatan pertama, periksa kondisi internal part gearbox
053P101AT-P1A;UTL II;08/24/2020;09/14/2020;0.08;0.37;0.39;0.31;0.28;0.33;0.49;0.35;0.38;0.24;0.41;0.74;0.42;0.46;4.53;7.16;5;10;0.74;0.41;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
053P101AT-P1B;UTL II;09/14/2020;09/14/2020;0.07;0.35;0.37;0.29;0.25;0.31;0.37;0.31;0.36;0.26;0.41;0.75;0.47;0.48;2.82;4.5;10;15;0.75;0.41;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
053P101B -T-G;UTL II;09/14/2020;09/14/2020;0.99;0.50;0.61;0.81;0.51;0.55;0.57;0.14;0.42;0.35;0.11;0.29;0.33;0.25;11.2;18;10;15;0.61;0.99;TRB;PUMP;NORMAL, Masih dimonitoring;;
053P101B -G;UTL II;09/14/2020;09/14/2020;0.72;0.23;0.34;0.32;0.16;0.35;0.32;;;;;;;;11.2;18;10;15;0.35;0.72;GB;PUMP;NORMAL, Masih dimonitoring;;
053P101BT-P1A;UTL II;08/03/2020;09/14/2020;1.10;0.88;0.78;0.60;0.96;0.68;0.73;0.21;0.29;0.25;0.47;0.49;0.72;0.50;4.53;7.16;10;15;0.96;1.1;TRB;PUMP;NORMAL, Masih dimonitoring;;
053P101BT-P1B;UTL II;09/14/2020;09/14/2020;0.68;0.82;0.68;0.51;0.91;0.65;0.62;0.23;0.25;0.25;0.27;0.47;0.61;0.44;2.82;4.5;10;15;0.91;0.68;TRB;PUMP;NORMAL, Masih dimonitoring;;
053P101C;UTL II;07/21/2020;09/14/2020;0.15;2.42;7.91;0.21;2.07;5.48;2.15;0.76;2.76;3.26;2.45;5.09;4.64;5.53;11.2;18;5;10;7.91;2.45;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, solo run motor, balancing rotor motor
